"SPORDER","PUMA","PWGTP","CIT","COW","ENG","FER","GCL","HIMRKS","HINS1","HINS2","HINS3","HINS4","JWMNP","JWRIP","JWTRNS","LANX","MAR","MARHD","MARHM","MARHT","MARHW","MIG","NWAB","NWLA","NWLK","SCH","SCHL","SEX","WAGP","WKHP","WKWN","WRK","ANC","ANC1P","ANC2P","DECADE","DRIVESP","ESR","INDP","JWDP","LANP","MSP","NATIVITY","OC","OCCP","PAOC","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","RC","SCIENGP","SCIENGRLP","WAOB","Class"
1,"1101",162,"4","3","1","0","2","0","1","2","1","2","0",0,"0","1","1","2","2","1","2","1","2","2","2","1","21","1","0","0","0","2","2","795","720","5","0","6","7860","0","2910","1","2","0","3160","0","0","4","233","6","0","0","1","1","4","6","4008","6","1","0","1","0","0","0","2","1","4","No"
1,"100",72,"1","2","0","0","2","2","1","1","1","2","0",0,"0","2","5","0","0","0","0","1","2","2","2","1","22","2","0","0","0","2","2","148","142","0","0","6","7890","0","0","6","1","0","2555","4","0","6","36","6","0","0","1","1","1","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"507",120,"1","1","0","0","2","0","1","2","2","2","3",1,"1","2","1","2","2","1","2","1","3","3","3","1","19","1","3","3","5","1","2","50","22","0","1","1","770","22","0","1","1","0","6355","0","5","5","25","6","400","25","1","2","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"503",102,"5","1","4","0","0","0","2","2","2","1","3",0,"12","1","1","2","2","1","2","3","3","3","3","1","16","1","2","2","5","1","1","360","999","8","0","1","770","31","1210","1","2","0","6600","0","4","4","362","2","500","25","2","1","1","9","9000","62","0","1","3","1","1","0","0","0","3","No"
1,"904",72,"1","2","0","0","2","0","2","2","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","16","2","0","0","0","2","1","50","999","0","0","6","8191","0","0","1","1","0","350","4","0","4","25","3","0","0","2","1","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
3,"902",38,"1","0","0","0","0","0","1","2","2","2","0",0,"0","2","5","0","0","0","0","3","0","0","0","2","12","1","0","0","0","0","2","190","706","0","0","0","0","0","0","6","1","1","0","0","0","0","6","6","0","0","1","2","2","9","9000","19","1","0","2","0","1","1","0","0","1","No"
2,"613",61,"4","1","0","0","2","0","1","2","2","2","2",1,"1","2","4","2","2","1","2","3","2","2","2","1","16","1","3","3","5","1","1","799","999","7","1","1","8680","82","0","5","2","0","4020","0","5","5","236","5","600","25","1","2","4","6","4025","10","1","0","1","0","0","0","0","0","4","No"
4,"402",57,"1","0","0","0","2","0","1","2","1","2","0",0,"0","2","2","2","2","1","2","1","3","2","3","1","13","2","0","0","0","2","1","935","999","0","0","6","0","0","0","3","1","0","0","4","0","4","25","6","0","0","1","1","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"904",121,"1","1","0","0","0","0","1","2","2","2","3",1,"1","2","5","0","0","0","0","1","3","3","3","1","16","1","2","3","5","1","2","51","50","0","1","1","770","43","0","6","1","0","6442","0","4","4","25","6","1000","25","1","2","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"1104",32,"1","0","0","0","2","0","2","2","1","2","0",0,"0","2","3","2","2","1","2","1","2","2","2","1","16","1","0","0","0","2","4","999","999","0","0","6","0","0","0","4","1","-1","0","0","0","4","25","2","0","0","2","1","4","1","1000","1","0","0","1","0","1","-1","0","0","1","No"
3,"502",18,"1","1","0","0","0","0","1","2","2","2","2",1,"1","2","5","0","0","0","0","1","3","3","3","1","19","1","3","3","5","1","1","785","999","0","1","1","3570","67","0","6","1","0","7020","0","5","5","25","6","500","25","1","2","2","6","4014","9","1","0","1","0","0","0","0","0","1","No"
1,"506",54,"1","8","0","0","2","0","1","2","2","2","4",1,"1","2","1","2","2","1","2","1","2","2","2","1","16","2","2","2","4","1","1","142","999","0","1","1","5680","67","0","1","1","0","5860","4","4","4","25","4","500","25","1","2","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"611",93,"4","0","3","0","2","0","1","2","2","2","0",0,"0","1","1","2","2","1","2","1","2","2","2","1","15","2","0","0","0","2","1","615","999","6","0","6","0","0","1450","1","2","0","0","2","0","0","210","4","0","0","1","2","4","6","4015","4","1","0","1","0","0","0","0","0","4","No"
1,"609",113,"1","2","0","0","2","0","1","2","2","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","16","2","2","3","5","0","4","999","999","0","1","1","8290","55","0","1","1","0","4020","4","4","4","6","2","600","25","1","2","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"1104",62,"1","0","0","0","2","2","1","1","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","21","1","0","0","0","2","2","50","22","0","0","6","0","0","0","1","1","0","0","0","0","4","25","3","0","0","1","1","2","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"611",117,"1","1","0","2","2","0","1","2","2","2","2",2,"1","2","1","2","1","1","2","1","3","3","3","1","21","2","3","2","5","1","4","999","999","0","2","1","8191","34","0","1","1","0","3255","4","5","5","25","6","600","25","1","2","2","1","1000","1","0","0","1","0","1","0","2","1","1","No"
1,"608",115,"1","1","0","2","2","0","1","2","2","2","4",1,"1","2","1","2","1","1","2","1","3","3","3","1","21","2","5","3","5","1","1","935","999","0","1","1","2190","37","0","1","1","0","8740","3","5","6","25","6","600","25","1","2","4","1","1000","1","0","0","1","0","1","0","1","2","1","No"
3,"906",73,"1","1","0","2","0","0","1","2","2","2","0",0,"11","2","5","0","0","0","0","1","3","3","3","2","19","2","1","1","4","1","2","142","50","0","0","1","8680","0","0","6","1","0","4020","4","3","3","25","6","900","25","1","2","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"502",66,"1","0","0","0","2","2","2","1","2","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","21","1","0","0","0","2","1","939","999","0","0","6","0","0","0","1","1","0","0","0","0","6","9","6","0","0","1","2","4","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"503",42,"1","0","0","0","2","0","2","2","1","1","0",0,"0","2","5","0","0","0","0","1","2","2","2","1","21","2","0","0","0","2","1","89","999","0","0","6","0","0","0","6","1","0","0","4","0","4","25","2","0","0","2","1","1","1","1000","1","0","0","1","0","1","0","2","2","1","Yes"
2,"100",17,"1","1","0","0","2","0","1","2","2","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","16","1","5","3","5","1","1","51","999","0","1","1","570","31","0","1","1","0","7410","0","5","6","25","6","100","25","1","2","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"602",240,"1","3","0","2","2","0","1","2","2","2","2",1,"1","2","4","2","2","1","2","3","3","3","3","1","22","2","3","2","5","1","2","50","425","0","1","1","7860","58","0","5","1","0","2014","2","5","5","25","5","600","25","1","2","1","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"507",59,"1","4","0","2","2","0","1","2","2","2","2",1,"1","2","1","2","2","2","2","1","2","2","2","1","23","2","1","2","5","1","2","51","50","0","1","1","9470","49","0","1","1","0","2015","4","4","4","25","2","500","25","1","2","3","1","1000","1","0","0","1","0","1","0","1","2","1","No"
2,"402",768,"1","1","0","2","0","0","1","2","2","2","1",1,"1","2","5","0","0","0","0","1","3","3","3","3","18","2","1","1","5","1","1","261","999","0","1","1","5071","113","0","6","1","0","4700","4","4","4","25","4","400","25","1","2","1","9","9000","30","0","1","2","0","0","0","0","0","1","No"
2,"806",106,"1","0","0","2","2","0","1","2","1","1","0",0,"0","2","5","0","0","0","0","1","2","2","2","1","23","2","0","0","0","2","2","50","32","0","0","6","0","0","0","6","1","0","0","4","0","5","25","6","0","0","1","1","3","1","1000","1","0","0","1","0","1","0","2","2","1","Yes"
1,"904",84,"1","3","0","2","2","0","1","2","2","2","3",1,"1","2","3","2","2","2","2","1","3","3","3","1","22","2","4","2","5","1","2","88","89","0","1","1","7860","43","0","4","1","0","2330","2","5","6","25","6","800","25","1","2","2","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"803",72,"4","1","0","0","2","0","1","2","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","19","1","3","2","5","2","1","308","999","5","0","6","770","0","0","1","2","0","6355","0","5","6","333","6","0","0","1","1","2","2","3000","2","0","1","1","0","0","0","0","0","3","No"
1,"1104",65,"1","0","1","0","2","0","2","2","2","2","0",0,"0","1","5","0","0","0","0","1","3","3","3","1","16","1","0","0","0","0","1","510","999","0","0","6","0","0","1210","6","1","-1","0","0","0","0","25","0","0","0","2","2","3","8","8000","15","0","0","1","1","0","-1","0","0","1","No"
1,"403",28,"1","0","0","0","2","0","2","2","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","16","2","0","0","0","2","2","26","50","0","0","6","0","0","0","1","1","0","0","4","0","3","25","3","0","0","2","1","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"902",172,"4","2","0","2","0","0","1","2","2","2","2",0,"12","2","5","0","0","0","0","1","3","3","3","1","22","2","3","3","5","1","2","103","223","7","0","1","7870","62","0","6","2","0","2205","4","5","5","117","4","600","25","1","2","1","1","1000","1","0","0","1","0","1","0","1","2","5","No"
2,"610",58,"1","1","0","2","0","0","1","2","2","2","0",0,"11","2","5","0","0","0","0","3","3","3","3","1","21","2","3","2","5","1","2","50","51","0","0","1","6390","0","0","6","1","0","705","4","5","5","42","5","600","25","1","2","2","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"1002",74,"1","3","0","0","2","2","2","1","2","2","1",1,"1","2","1","2","2","1","2","1","3","3","3","1","18","2","1","2","1","1","1","50","999","0","1","1","7860","46","0","1","1","0","2545","2","3","3","25","6","1000","25","1","2","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"905",60,"5","1","3","0","2","0","1","2","2","2","2",1,"1","1","1","2","2","1","2","1","3","3","3","1","16","1","2","2","5","1","1","785","999","7","1","1","3960","37","1960","1","2","0","7750","0","4","4","247","6","900","25","1","2","1","6","4014","9","1","0","1","0","0","0","0","0","4","No"
2,"801",149,"1","1","0","0","2","0","2","2","2","2","0",0,"0","2","3","2","2","1","2","1","3","3","3","1","21","2","2","2","2","0","4","999","999","0","0","6","3291","0","0","4","1","0","1551","4","4","4","34","5","0","0","2","2","1","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"613",22,"4","1","1","2","0","2","2","1","2","2","0",0,"0","1","5","0","0","0","0","1","3","3","3","3","18","2","1","1","1","0","4","999","999","8","0","3","4981","0","1450","6","2","-1","4720","0","3","3","210","0","0","0","1","2","3","6","4015","4","1","0","1","0","0","-1","0","0","4","No"
1,"602",92,"1","2","0","0","2","0","2","2","2","1","0",0,"11","2","5","0","0","0","0","1","3","3","3","1","22","1","3","2","5","1","4","999","999","0","0","1","7870","0","0","6","1","0","1105","0","5","5","36","6","600","25","2","1","1","9","9000","22","1","0","2","0","1","0","2","2","1","No"
2,"703",212,"1","3","0","1","2","0","1","2","2","2","0",0,"0","2","1","2","1","1","2","1","1","2","3","1","22","2","3","2","5","1","2","51","50","0","0","2","7860","0","0","1","1","0","2300","1","5","5","25","6","0","0","1","2","1","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"606",120,"1","0","0","0","2","0","2","2","1","1","0",0,"0","2","5","0","0","0","0","1","3","3","2","2","18","2","0","0","0","2","4","999","999","0","0","6","0","0","0","6","1","0","0","4","0","3","25","1","0","0","2","1","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"905",84,"1","1","0","0","2","1","2","1","1","1","0",0,"0","2","5","0","0","0","0","1","1","2","3","1","16","1","1","1","5","1","2","50","51","0","0","2","4971","0","0","6","1","0","4220","0","3","4","25","1","0","0","1","1","1","1","1000","1","0","0","1","0","1","0","0","0","1","Yes"
1,"1001",313,"1","1","0","2","0","2","1","1","2","2","1",1,"1","2","1","2","1","1","2","1","3","3","3","1","19","2","2","2","5","1","2","84","50","0","1","1","6871","59","0","1","1","0","2360","4","4","4","44","6","1000","25","1","2","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"612",61,"5","1","2","0","2","0","1","2","2","2","0",0,"11","1","1","2","2","1","2","1","3","3","3","1","21","1","5","2","5","1","1","740","999","7","0","1","7380","0","2560","1","2","0","1021","0","5","6","215","6","600","25","1","2","1","6","4002","7","1","0","1","0","0","0","1","2","4","No"
1,"506",17,"1","0","0","0","2","0","2","2","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","21","2","0","0","0","2","2","50","931","0","0","6","0","0","0","1","1","0","0","4","0","5","25","6","0","0","2","1","4","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"803",27,"4","0","0","0","2","0","1","2","1","1","0",0,"0","2","3","2","2","1","2","1","3","3","3","1","16","2","0","0","0","0","1","308","999","4","0","6","0","0","0","4","2","-1","0","0","0","3","333","0","0","0","1","1","4","2","3000","2","0","1","1","0","0","-1","0","0","3","No"
3,"806",48,"1","1","0","0","0","0","2","2","2","2","0",0,"0","2","5","0","0","0","0","1","3","3","3","2","16","1","1","1","1","0","4","999","999","0","0","6","8680","0","0","6","1","0","4110","0","3","3","6","6","0","0","2","2","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"803",66,"5","1","2","2","2","0","2","2","2","1","0",0,"0","1","3","2","2","1","2","1","2","2","1","1","19","2","1","2","2","2","1","275","999","8","0","3","4971","0","1200","4","2","0","4720","1","3","3","329","1","0","0","2","1","3","9","9000","62","0","1","3","1","1","0","0","0","3","No"
2,"502",335,"1","4","0","0","2","0","1","2","2","2","0",0,"0","2","1","2","2","1","2","1","3","3","3","1","16","1","3","3","5","1","4","999","999","0","0","6","6170","0","0","1","1","0","9620","0","5","5","25","3","0","0","1","2","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"706",97,"1","1","0","0","2","0","1","2","2","2","0",0,"11","2","5","0","0","0","0","1","3","3","3","1","21","1","4","2","5","1","2","50","32","0","0","1","7460","0","0","6","1","0","160","0","5","6","19","6","700","25","1","2","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"100",82,"1","3","0","2","2","0","1","2","2","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","16","2","2","2","5","1","4","999","999","0","1","1","7860","31","0","1","1","0","4030","2","4","4","9","4","100","25","1","2","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
3,"805",322,"5","1","0","0","2","0","1","2","2","2","2",1,"1","2","3","2","2","1","2","1","3","3","3","1","18","1","3","2","5","1","1","335","999","8","1","1","8570","31","0","4","2","0","4251","0","5","5","249","5","800","25","1","2","2","2","3000","2","0","1","1","0","0","0","0","0","4","No"
1,"402",82,"1","2","1","2","2","0","2","2","1","1","2",2,"1","1","1","2","2","2","2","1","2","2","2","3","21","2","3","2","5","1","2","290","261","0","2","1","8370","55","1200","1","1","0","420","4","5","5","25","6","400","25","2","1","4","1","1000","1","0","0","1","0","1","0","2","2","1","Yes"
1,"505",26,"1","1","0","0","0","0","1","2","2","2","0",0,"0","2","5","0","0","0","0","1","2","2","2","3","18","1","2","2","5","2","2","50","51","0","0","6","8590","0","0","6","1","-1","4435","0","4","4","25","0","0","0","1","2","4","1","1000","1","0","0","1","0","1","-1","0","0","1","No"
1,"503",55,"1","1","0","2","2","0","1","2","2","2","0",0,"11","2","1","2","2","1","2","1","3","3","3","1","21","2","5","3","5","1","2","32","111","0","0","1","7280","0","0","1","1","0","940","4","5","6","48","6","500","25","1","2","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"501",39,"1","0","0","0","2","0","2","2","1","2","0",0,"0","2","1","2","2","2","2","1","2","2","2","1","16","1","0","0","0","2","4","999","999","0","0","6","0","0","0","1","1","0","0","0","0","4","25","4","0","0","1","1","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"1201",55,"1","2","0","0","2","2","1","1","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","20","1","0","0","0","2","2","22","87","0","0","6","6070","0","0","1","1","0","9030","0","0","5","25","6","0","0","1","1","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
4,"603",127,"1","0","0","2","0","0","1","2","2","2","0",0,"0","2","5","0","0","0","0","1","0","0","0","2","11","2","0","0","0","0","4","999","999","0","0","0","0","0","0","6","1","1","0","0","0","0","25","6","0","0","1","2","1","1","1000","1","0","0","1","0","1","1","0","0","1","No"
3,"1002",66,"1","1","0","0","0","0","1","2","2","2","4",1,"1","2","5","0","0","0","0","1","3","3","3","1","16","1","2","2","5","1","2","22","50","0","1","1","4771","19","0","6","1","0","9620","0","4","4","25","6","900","25","1","2","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"906",51,"1","1","0","2","2","0","1","2","2","2","3",1,"1","2","5","0","0","0","0","1","2","2","2","1","22","2","2","2","5","1","2","26","142","0","1","1","770","49","0","6","1","0","5740","2","4","4","44","3","100","44","1","2","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"1301",67,"1","0","0","0","2","0","2","2","1","2","0",0,"0","2","1","2","2","3","2","1","2","2","2","1","18","1","0","0","0","2","2","88","22","0","0","6","0","0","0","1","1","0","0","0","0","5","25","5","0","0","1","1","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"501",61,"1","1","0","1","0","0","1","2","2","2","2",1,"1","2","5","0","0","0","0","1","3","3","3","1","21","2","3","2","5","1","4","999","999","0","1","1","7870","55","0","6","1","0","2330","4","5","5","25","6","500","25","1","2","4","1","1000","1","0","0","1","0","1","0","1","2","1","No"
3,"602",79,"1","1","0","2","0","0","1","2","2","2","3",1,"1","2","5","0","0","0","0","1","3","3","3","2","15","2","1","2","2","0","4","999","999","0","1","1","4470","49","0","6","1","0","9640","4","3","3","25","6","600","25","1","2","3","1","1000","1","0","0","1","0","1","0","0","0","1","Yes"
1,"1104",65,"1","1","0","0","2","1","1","1","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","22","2","2","2","1","2","2","22","50","0","0","6","6881","0","0","1","1","0","710","4","4","5","34","6","0","0","1","1","2","1","1000","1","0","0","1","0","1","0","1","2","1","No"
2,"901",95,"1","2","0","2","2","0","1","2","2","2","1",1,"1","2","1","2","2","1","2","1","3","3","3","1","15","2","2","2","5","0","4","999","999","0","1","1","8370","61","0","1","1","0","160","1","4","4","25","6","600","25","1","2","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
